ZboûÌ;Model;Kr·t.text zboûÌ;Stav skladu;PoËet SVM;»·stka;Blokov·no;V kontrole jakosti;KÛd GTIN
1112903;UE65KS7502UXX;UE65KS7502UXXH Curved,SUHD,2200PQI;1;0,000;84990,00;0,000;0,000;8806088244921
1098260;UE65JU7502TXX;SAMSUNG 65'LED,UHD,T2/C/S2,USB,SMART,3D,;0,000;1;64989,00;0,000;0,000;8806086692151
1073471;UE65H8000STXX;Samsung 65'LED,CURVED,1000HZ,T/C/S2,WiFi;1;1;39997,00;0,000;0,000;8806086009577
1096703;UE65H6470SSXX;SAMSUNG 65'LED,FHD,400HZ,SMART,T/C/S2,3D;0,000;0,000;39489,00;0,000;0,000;8806086252072
1108845;UE60JU6400;"Samsung 60"",LED,UHD,DVB-T/C";1;0,000;29987,00;0,000;0,000;8806086720465
1073470;UE60H6200STXX;SAMSUNG 60'LED,FHD,200HZ,SMART,T/C,3D,,P;0,000;0,000;24997,00;0,000;0,000;8806086501361
1113932;UE55KU6072UXX;UE55KU6072UXXH UHD,1300PQI,T2/C/S2;1;0,000;32990,00;0,000;0,000;8806088251400
1112902;UE55KS8002TXX;UE55KS8002TXXH SUHD,2300PQI,TWIN TUNER;0,000;0,000;64990,00;0,000;0,000;8806088241197
1112904;UE55KS7502UXX;UE55KS7502UXXH Curved,SUHD,2200PQI;0,000;0,000;54990,00;0,000;0,000;8806088244211
1112906;UE55KS7002UXX;UE55KS7002UXXH SUHD, 2100PQI, T2/C/S2;0,000;0,000;49990,00;0,000;0,000;8806088246697
1098261;UE55JU7502TXX;SAMSUNG 55'LED,UHD,T2/C/S2,USB,SMART,3D,;0,000;0,000;38387,00;0,000;0,000;8806086692137
1098265;UE55JU7002TXX;SAMSUNG 55'LED,UHD,T2/C/S2,USB,SMART,3D;0,000;1;37987,00;1,000;0,000;8806086772198
1103609;UE55JU6872UXX;"Samsung 55""LED,UHD,S2/T2,WIFI,SMART";0,000;1;31989,00;0,000;0,000;8806088008066
1099512;UE55JU6742UXX;SAMSUNG 55'LED,UHD,T2/C/S2,curved,1200HZ;2;1;35989,00;0,000;0,000;8806086854351
1098267;UE55JU6472UXX;SAMSUNG 55'LED,UHD,T2/C/S2,900HZ PQI,SMA;0,000;1;27989,00;0,000;1,000;8806086772655
1099513;UE55JU6412UXX;"SAMSUNG 55""LED,FHD,T2/C/S2,PQI1000";0,000;0,000;29989,00;0,000;0,000;8806086674942
1103607;UE55JU6072UXX;"Samsung 55""LED,UHD,T2/S2,SMART,USB";2;0,000;21989,00;0,000;0,000;8806086782586
1099510;UE55JS8502TXX;"SAMSUNG 55""LED,SUHD,3D,WIFI,S2/T/T2,USB";1;1;48989,00;0,000;0,000;8806086801287
1098270;UE55J5572SUXX;"SAMSUNG 55""LED,FHD,T2/C/S2,Wifi,USB,SMAR";3;0,000;18489,00;0,000;0,000;8806086876100
1073473;UE55HU8500STX;Samsung 55'LED,UHD,CURVED,3D,1200HZ,DUAL;1;1;39987,00;0,000;0,000;8806086068024
1073466;UE55H6470SSXX;SAMSUNG 55'LED,FHD,400HZ,SMART,T/C/S2,3D;16;1;24989,00;0,000;0,000;8806085989344
1073465;UE55H6270SSXX;SAMSUNG 55'LED,FHD,200HZ,SMART,T/C/S2,3D;0,000;0,000;18987,00;0,000;0,000;8806086040396
1113931;UE50KU6072UXX;UE50KU6072UXX UHD,1300PQI,T2/C/S2;2;0,000;24990,00;0,000;0,000;8806088251516
1098266;UE48JU7002TXX;SAMSUNG 48'LED,UHD,T2/C/S2,USB,SMART,3D;0,000;1;29969,00;0,000;0,000;8806086772174
1099514;UE48JU6742UXX;SAMSUNG 48'LED,UHD,T2/C/S2,curved,1200HZ;4;1;25989,00;0,000;0,000;8806086854474
1103606;UE48JU6072UXX;"Samsung 48""LED,UHD,T2/S2,SMART,USB";2;1;14989,00;0,000;0,000;8806086782562
1102754;UE48J6272SUXX;SAMSUNG 48'LED,FHD,400HZ,SMART,DVB-T/C/S;1;0,000;15989,00;2,000;0,000;8806088015293
1098272;UE48J5572SUXX;SAMSUNG 48'LED,FHD,T2/C/S2,USB,400HZ PQI;13;1;14389,00;0,000;0,000;8806086895613
1099518;UE48J5100AWXB;"SAMSUNG 48""LED,FHD,USB,T/C,HDMI";0,000;0,000;11888,00;0,000;0,000;8806086979344
1073459;UE48H6470SSXX;SAMSUNG 48'LED,FHD,400HZ,SMART,T/C/S2,3D;1;1;17989,00;0,000;0,000;8806085989320
1098273;UE43J5572SUXX;"SAMSUNG 43""LED,FHD,T2/C/S2,WIFI,400HZ,US";3;0,000;11379,00;0,000;0,000;8806086876063
1098255;UE40JU6572UXX;SAMSUNG 40'LED,UDH,curved,USB,T2/C/S2,11;1;1;18989,00;0,000;0,000;8806086772112
1098269;UE40JU6472UXX;SAMSUNG 40'LED,UHD,T2/C/S2,900HZ PQI,SMA;1;0,000;15989,00;0,000;0,000;8806086772563
1103605;UE40JU6072UXX;"Samsung 40""LED,UHD,T2/S2,SMART,USB";3;1;11489,00;0,000;0,000;8806086782371
1102753;UE40J6272SUXX;SAMSUNG40'LED,FHD,PQI 600,SM,DVB-T2/C/S2;8;0,000;12489,00;0,000;0,000;8806088015286
1114922;UE40J5502;UE40J5502;0,000;0,000;10989,00;0,000;0,000;8806086631822
1099519;UE40J5100AWXB;"SAMSUNG 40""LED,FHD,T/C,PQI900";4;1;8989,00;0,000;0,000;8806086979641
1108121;UE40J5000AWXB;"Samsung 40""LED,FHD,200PQI,USB";1;0,000;8497,00;0,000;0,000;8806088082295
1073452;UE40H6470SSXX;SAMSUNG 40'LED,FHD,400HZ,SMART,DVB-T/C/S;5;2;13989,00;0,000;0,000;8806085989313
1098274;UE32J5572SUXX;"SAMSUNG 32""LED,FHD,BT,T2/C/S2,Wifi,Smart";1;0,000;8989,00;0,000;0,000;8806086876131
1099520;UE32J5502AKXX;"SAMSUNG 32""LED,FHD,400HZPQI,T/C,WIIFI";3;1;8499,00;0,000;0,000;8806086631792
1099521;UE32J5100AWXB;"SAMSUNG 32""LED,FHD,200HZPQI,T/C,USB";6;0,000;6989,00;0,000;0,000;8806086979115
1099522;UE32J4100AWXB;"Samsung 32""LED,HDR,100HZ PQI,T/C,USB";3;0,000;5989,00;0,000;0,000;8806086897402
1102606;UE32J4000AWXB;"SAMSUNG 32""LED,HDR,T/C,PQI100";0,000;1;5989,00;0,000;0,000;8806086979290
1073445;UE32H5570SSXX;32'LED,FHD,SMART,WiFi,T/C/S,4Cor;1;0,000;6987,00;0,000;0,000;8806086035965
1104834;UE28J4100AWXB;"Samsung 28"",LED HDR,PQI 100,T/C,2xHDMI";0,000;0,000;6489,00;0,000;0,000;8806086897396
1073438;UE22H5600AWXX;"Samsung 22""LED,SMART,WIFI,100HZ CMR";0,000;0,000;5489,00;0,000;0,000;8806086035606
1073437;UE22H5000AWXB;SAMSUNG 22'LED,FHD,100HZ,USB,T/C;1;0,000;4789,00;0,000;0,000;8806085931695
1073436;UE19H4000AWXB;Samsung 19'LED,HDR,DVB-T/C,100HZ,USB;2;1;4499,00;0,000;0,000;8806085931688
1112881;TX65DX900E;PANASONIC TX-65DX900E 4K Ultra HD,3000Hz;0,000;0,000;133990,00;0,000;0,000;5025232824922
1099305;TX65CS620E;"Panasonic 65""LED,FHD,T2/C,400HZ,WIFI,USB";0,000;0,000;34444,00;0,000;0,000;5025232812226
1112872;TX58DX730E;PANASONIC TX-58DX730E 4K Ultra HD,1400Hz;0,000;0,000;44990,00;0,000;0,000;5025232839476
1112857;TX55DS503E;PANASONIC TX-55DS503E Full HD,400Hz;2;0,000;22989,00;0,000;0,000;5025232839902
1099311;TX55CX680E;"Panasonic 55""LED,UHD,200HZ,T2/C,USB,WIFI";1;0,000;24487,00;1,000;0,000;5025232812141
1096096;TX55CS630E;"Panasonic 55""LED,FHD,400HZ,WIFI,T/T2/C";2;0,000;20987,00;0,000;0,000;5025232812172
1096097;TX55CS620E;"Panasonic 55""LED,FHD,400HZ,WIFI,T/T2/C";0,000;1;18959,00;0,000;0,000;5025232812240
1112873;TX50DX730E;PANASONIC TX-50DX730E,4K Ultra HD,1400Hz;0,000;0,000;35990,00;0,000;0,000;5025232839483
1112861;TX50DS630E;PANASONIC TX-50DS630E Full HD, 1000Hz;2;0,000;18989,00;0,000;0,000;5025232839575
1099312;TX50CX680E;"Panasonic 50""LED,UHD,200HZ,T2/C,SMART,US";1;0,000;18947,00;0,000;0,000;5025232812158
1112865;TX49DX603E;PANASONIC TX-49DX603E 4K Ultra HD ,800Hz;2;0,000;23990,00;0,000;0,000;5025232841189
1112858;TX49DS503E;PANASONIC TX-49DS503E Full HD,400Hz;2;0,000;17989,00;0,000;0,000;5025232839919
1099309;TX48CX400E;"Panasonic 48""LED,UHD,200HZ,3D,WIFI,SMART";1;0,000;14997,00;0,000;0,000;5025232813148
1112859;TX40DS503E;PANASONIC TX-40DS503E Full HD, 400Hz;1;0,000;14989,00;0,000;0,000;5025232839926
1096094;TX40CS630E;"Panasonic 40""LED,FHD,T/T2/C,SMART,USB";2;0,000;10849,00;0,000;0,000;5025232812219
1099304;TX32CS600E;"Panasonic 32""LED,FHD,100HZ BMR,T2/C,USB";1;1;8989,00;0,000;0,000;5025232812332
1099303;TX32CS510E;"Panasonic 32""LED,HDR,100HZ BMR,USB,WIFI";0,000;1;7487,00;0,000;0,000;5025232812981
1090086;SLE3209M4;SLE3209M (EWREK);1;0,000;4987,00;0,000;0,000;1234560478033
1100668;SLE22F51M4;"22""LED,FHD,HD DVB-T,PVR";1;0,000;2987,00;0,000;0,000;8590669112661
1079716;LLH19924DVDCR;Hyundai 19'LED,HDR,DVD,USB;1;0,000;2997,00;0,000;0,000;8592417023038
1099934;KDL55W807CSAE;"SONY 55""LED,FHD,T2/C/S2,800HZ,SMART,WIFI";2;0,000;26989,00;0,000;0,000;4548736002937
1099943;KDL55W756CSAE;"SONY 55""LED,FHD,T2/C/S2,800HZ,SMART,WIFI";2;0,000;24989,00;0,000;0,000;4548736003033
1099942;KDL55W755CBAE;"SONY 55""LED,FHD,T/T2/C/S2,800HZ,WIFI";1;0,000;24989,00;0,000;0,000;4548736002968
1099937;KDL50W807CSAE;"SONY 50""LED,3D,FHD,DVB-T/T2/C/S/S2,900HZ";1;1;23999,00;0,000;0,000;4548736002760
1099945;KDL50W756CSAE;"Sony 50""LED,FHD,USB,HDMI,WIFI";1;0,000;18989,00;0,000;0,000;4548736003866
1099944;KDL50W755CBAE;"SONY 50""LED,FHD,800HZ,SMART,T2/C/S2,USB";2;0,000;18989,00;0,000;0,000;4548736002807
1111554;KDL48WD650BAE;"Sony 48""LED,200HZ,Wifi d,Opera";2;0,000;17699,00;0,000;0,000;4548736023598
1099947;KDL43W756CSAE;"SONY 43""LED,XR800Hz,FHD,S2/T2/C,USB,WIF";2;1;16989,00;1,000;0,000;4548736003248
1099946;KDL43W755CBAE;"SONY 43""LED,FHD,800HZ,SMART,T2/C/S2,USB";3;0,000;16989,00;0,000;0,000;4548736003873
1111552;KDL40WD650BAE;"Sony 40""LED,200HZ,Wifi d,Opera";2;0,000;15090,00;0,000;0,000;4548736023642
1111691;KDL40RD450BAE;"Sony 40""LED,FHD,200HZ,USB rec";2;1;13399,00;0,000;0,000;4548736023741
1099952;KDL40R450CBAE;Sony 40'LED,FHD,T/C,100HZ,USB;0,000;0,000;8987,00;1,000;0,000;4548736003736
1111551;KDL32WD600BAE;"Sony 32""LED,200HZ,WIFI d,OPERA";2;0,000;10789,00;0,000;0,000;4548736023697
1099948;KDL32W705CBAE;SONY 32'LED/FKD/XR200Hz/T2CS2;0,000;0,000;10989,00;0,000;0,000;4548736002142
1111690;KDL32RD430BAE;"Sony 32""LED,FHD,200HZ,USB rec.";2;0,000;9699,00;0,000;0,000;4548736023796
1099951;KDL32R500CBAE;Sony 32'LED,HDR,T/C,SMART,USB,WIFI,100HZ;3;0,000;7489,00;0,000;0,000;4548736003521
1099953;KDL32R400CBAE;Sony 32'LED,HDR,T/C,100HZ,USB;1;0,000;6999,00;0,000;0,000;4548736003729
1111692;KD65XD9305BAE;"Sony 65""UHD HDR,ANROID,1000HZ,3D";0,000;0,000;97189,00;0,000;0,000;4548736023277
1111687;KD65XD8577SAE;"Sony 65""LED,4K HDR,1000HZ,ANROID";0,000;0,000;77799,00;0,000;0,000;4548736023116
1111553;KD55XD9305BAE;"Sony 55""LED,4K HDR,1000HZ,3D,ANDROID";0,000;0,000;69399,00;0,000;0,000;4548736023307
1111683;KD55XD8577SAE;"Sony 55""LED,4K HDR,1000HZ,ANROID";0,000;0,000;49989,00;0,000;0,000;4548736023192
1103160;KD55S8505CBAE;"Sony 55""LED,UHD,Curved,3D,800HZ";1;1;37777,00;0,000;0,000;4548736003804
1099927;KD49X8307CSAE;"SONY 49""LED,UHD,T/T2/C/S2,1000HZ,SMART";2;1;21987,00;0,000;0,000;4548736003392
1099929;KD43X8307CSAE;"SONY 43""LED,UHD,T/T2/C/S2,1000HZ,SMART";2;1;19987,00;0,000;0,000;4548736003491
1101269;HYUFL48272;"Hyundai 48""LED,FHD,100HZ,PVR,T/C,HDMI";2;0,000;9997,00;0,000;0,000;8592417031002
1110018;HLE24382;"Hyundai 24""HDR,USB,HDMI,SMART";2;0,000;4999,00;0,000;0,000;8592417055459
1109360;HL32543;"HYUNDAI 32""LED,FHD,200HZ,USB,PVR";1;1;5287,00;0,000;0,000;8592417055428
1102757;HL24382SMART;"HYUNDAI 24""LED,SMMART,HDR,50Hz,USB,A+";1;0,000;4787,00;0,000;0,000;8592417050560
1102352;HL24262CAR;"HYUNDAI 24""LED,HDR,12V,T/C,50Hz,USB,HDMI";1;0,000;4499,00;0,000;0,000;8592417050522
1102756;HL24172DVDC;"HYUNDAI 24""LED,HDR,DVD,T/C,HDMI,USB,A+";2;1;5289,00;0,000;0,000;8592417054339
1102755;HL24111;"HYUNDAI 24""LED,HDR.T/C,50Hz,USB,HDMI,A+";4;0,000;3999,00;0,000;0,000;8592417050553
1111941;H32B3803;"TCL 32""LED,HDR,100HZ,T/C,USB,A+";9;0,000;4890,00;0,000;0,000;5901292505615
1079694;GOGTVH32154;32'LED,HDR,T/C,USB,PVR;0,000;0,000;4998,00;0,000;1,000;8592417050348
1111942;F32B3805;TCL F32B3805 LED;3;0,000;5989,00;0,000;0,000;5901292507596
1114209;65UH950V;65UH950V;0,000;0,000;89999,00;0,000;0,000;8806087579024
1114212;65UH8507;65UH8507;0,000;0,000;77999,00;0,000;0,000;8806087643114
1114216;65UH7707;65UH7707;0,000;0,000;64999,00;0,000;0,000;8806087650495
1099760;65UF950V;LG 65'LED/UHD/100Hz/T2CS2;0,000;1;58887,00;0,000;0,000;8806087143225
1104949;65PUS8700;"PHILIPS 65""LED,UHD,T2/C/S,Android";0,000;0,000;69987,00;0,000;0,000;8718863001851
1114213;60UH8507;60UH8507;0,000;0,000;59999,00;0,000;0,000;8806087643121
1099778;60UF695V;"LG 60""LED,UHD,SMART,T2/C/S2,USB,3D";0,000;1;27987,00;0,000;0,000;8806087354393
1114214;55UH8507;55UH8507;0,000;0,000;47999,00;0,000;0,000;8806087643145
1114218;55UH7707;55UH7707;0,000;0,000;42999,00;0,000;0,000;8806087650433
1114220;55UH668V;55UH668V;0,000;0,000;32999,00;0,000;0,000;8806087673562
1099793;55UF8507;"LG 55""UHD,SMART,T2/C/S2,3D,USB, MAGIC RE";1;0,000;29997,00;0,000;0,000;8806087401288
1099794;55UF8007;"LG 55""UHD LED,SMART,T2/C/S2,WIFI";1;1;24989,00;0,000;0,000;8806087408300
1108546;55UF6857;"LG 55""LED,UHD,SMART,WIFI,T2/S2/C";5;0,000;21989,00;0,000;0,000;8806087591187
1102830;55PUT6400;"PHILIPS 55""LED,UHD,700Hz,T/T2/C,And,Slim";2;0,000;19989,00;0,000;0,000;8718863002377
1104948;55PUS8700;"PHILIPS 55""LED,UHD,T2/C/S,Android";1;1;43333,00;0,000;0,000;8718863001875
1102674;55PUS7600;"PHILIPS 55""LED,UHD,T2/C/S,Android";1;0,000;29987,00;0,000;0,000;8718863001745
1112433;55PUS7181;55PUS7181 Philips;0,000;0,000;41999,00;0,000;0,000;8718863008270
1102165;55PUS7150;"PHILIPS 55""LED,UHD.800Hz,T2/C/S,Android";1;1;27777,00;0,000;0,000;8718863003374
1112432;55PUS6561;55PUS6561 Philips;1;0,000;34999,00;0,000;0,000;8718863008003
1102681;55PFT6550;PHILIPS 55'LED/FHD/800Hz/T/T2/C/S2,Andro;2;0,000;24989,00;0,000;0,000;8718863002162
1102826;55PFT5500;"PHILIPS 55""LED,FHD,T/T2/C,And,200Hz,WiFi";1;0,000;16987,00;0,000;0,000;8718863002544
1114228;55LH6047;55LH6047;1;0,000;21999,00;0,000;0,000;8806087681857
1099787;55LF632V;"LG 55""LED,FHD,T/C/S2,WIFI,HBBTV,USB";2;0,000;18949,00;0,000;0,000;8806087356243
1075851;55LB700V;LG 55'LED,FHD,SMART,T2/C/S2,3D,700HZ,USB;0,000;0,000;16997,00;1,000;0,000;8806084785879
1111936;55FA3203;THOMSON 55FA3203;1;0,000;14444,00;0,000;0,000;5901292506087
1105709;55EG910V;"LG 55""OLED,FHD,3D,WIFI,S2/T2,HbbTV,USB";0,000;0,000;49989,00;0,000;0,000;8806087495737
1099795;49UF8507;"LG 49""UHD,SMART,T2/C/S2,3D,USB,MAGIC REM";3;1;23997,00;0,000;0,000;8806087403619
1099796;49UF8007;"LG 49""UHD LED,SMART,T2/C/S2,WIFI";5;1;18987,00;1,000;0,000;8806087408119
1108973;49UF6857;"LG 49"" 4K Smart LED TV";2;0,000;15389,00;0,000;0,000;8806087591156
1112430;49PUS7181;PHILIPS 49PUS7181/12;0,000;0,000;34999,00;0,000;0,000;8718863008249
1102163;49PUS7150;"PHILIPS 49""LED,UHD,800Hz,T2/C/S,Android";2;0,000;22987,00;0,000;0,000;8718863003268
1112429;49PUS6561;49PUS6561 Philips;2;0,000;27999,00;0,000;0,000;8718863007969
1114229;49LH6047;49LH6047;2;0,000;17999,00;0,000;0,000;8806087690408
1099786;49LF632V;"LG 49""LED,FHD,SMART,WIFI,T2/S2,USB";1;0,000;14389,00;0,000;0,000;8806087321616
1099789;49LF510V;"LG 49""LED,FHD,T2/C/S2,HDMI,USB";1;0,000;10989,00;0,000;0,000;8806087355963
1102161;48PUS7600;"Philips 48""LED,UHD Android,Ambilight,800";1;0,000;26987,00;0,000;0,000;8718863001738
1102825;48PFT5500;"PHILIPS 48""LED,FHD,T/T2/C,And,200Hz,WiFi";1;0,000;12999,00;0,000;0,000;8718863002667
1111935;48FA5405;"THOMSON 48""LED,FHD,100HZ,S2/t/C,WIFI";1;0,000;11989,00;0,000;0,000;5901292506049
1079679;46FW5563;46'LED,FHD,100HZ,USB,SMART,WIFI,;1;0,000;9987,00;0,000;0,000;5901292502409
1100207;43UF7767;"LG 43""UHD,LED,100HZ,SMART,WIFI,C/S2/T2";0,000;1;14777,00;0,000;0,000;8806087400922
1105710;43UF6807;"LG 43""LED,UHD,SMART,WIFI,T2/S2,USB";1;0,000;12489,00;0,000;0,000;8806087401776
1104947;43PUS7150;"PHILIPS 43""LED,UHD,800Hz,T2/C/S,Android";2;0,000;19989,00;0,000;0,000;8718863006085
1112427;43PUS6501;43PUS6501 Philips;2;0,000;22990,00;0,000;0,000;8718863007808
1114237;43LH541V;43LH541V;2;0,000;11999,00;0,000;0,000;8806087675979
1099785;43LF632V;"LG 43""LED,FHD,SMART,WIFI,DLNA,T2/S2/C";1;0,000;11989,00;0,000;0,000;8806087355833
1099788;43LF510V;"LG 43""LED,FHD,300HZ,T2/S2,USB,PVR";3;0,000;8789,00;0,000;0,000;8806087354171
1100298;42LB5610L;LG 42'LED,FHD,IPS,100HZ,T/C - LÌmec;0,000;43;6997,00;43,000;0,000;8806084674691
1077575;42LB5500;42'LED,FHD,IPS,100HZ,T/C,USB,HDMI;0,000;0,000;5997,00;7,000;0,000;8806084573698
1102828;40PUT6400;"PHILIPS 40""LED,UHD,T/T2/C,700Hz,And,Slim";2;1;9987,00;0,000;0,000;8718863002230
1102824;40PFT6550;"PHILIPS 40""LED,FHD,T/T2/C,200Hz,And,WiFi";2;1;13987,00;0,000;0,000;8718863001950
1102823;40PFT5500;"PHILIPS 40""LED,FHD,T/T2/C,200Hz,And,WiFi";4;1;9999,00;0,000;0,000;8718863002742
1101301;40PFT5300;"Philips 40"" Smart LED, FHD, T2/C, 100 Hz";0,000;1;8888,00;0,000;0,000;8718863002780
1099801;40PFT4200;"Philips 40"" LED, FHD, Slim, T2/C, 100 Hz";3;0,000;8499,00;0,000;0,000;8718863004166
1113639;40PFS5501;40PFS5501;2;0,000;14990,00;0,000;0,000;8718863008102
1096695;40FZ5533;40'LED,FHD,100HZ CMI,DVB-T/C,SMA;0,000;0,000;6987,00;0,000;0,000;5901292504397
1111934;40FA5405;"THOMSON 40""LED,FHD,100HZ,S2/t/C,WIFI";3;0,000;9489,00;0,000;0,000;5901292505950
1101964;40FA5404;"Thomson 40""LED,SMART,T2/C,100HZCMI,USB";0,000;1;6997,00;0,000;0,000;5901292505967
1101963;40FA3205;"Thomson 40""LED,FHD,100HZCMI,USB,HDMI";0,000;1;6997,00;0,000;0,000;5901292505981
1111943;40FA3103;"THOMSON 40""LED,FHD,100HZ,T/C,USB";3;0,000;7989,00;0,000;0,000;5901292507183
1113632;32PHT4201;32PHT4201;2;0,000;7299,00;0,000;0,000;8718863008669
1099800;32PHT4200;"Philips 32"" LED,HDR,50Hz,USB";4;0,000;5989,00;0,000;0,000;8718863004142
1113633;32PFT4101;32PFT4101;0,000;0,000;7999,00;0,000;0,000;8718863007600
1101299;32PFT4100;"PHILIPS 32""LED,HDR,100Hz PMR,USB,T2";1;1;6289,00;0,000;0,000;8718863003091
1114238;32LH510B;32LH510B;3;0,000;6999,00;0,000;0,000;8806087614527
1099797;32LF580V;"LG 32""LED,FHD,WIFI,T2/C/S2,USB,HDMI";0,000;0,000;8489,00;0,000;0,000;8806087136609
1099798;32LF510B;"LG 32""LED,FHD,T/C,HDMI";0,000;0,000;5599,00;0,000;0,000;8806087353617
1111937;32HA3113W;"THOMSON 32""LED,HDR,T/C,A+,bÌl·";2;0,000;5989,00;0,000;0,000;5901292507282
1101962;32FA3103;"Thomson 32""LED,FHD,T/C,100HZCMI,HDMI";1;2;4987,00;0,000;0,000;5901292505912
1102821;24PHT5210;"PHILIPS 24""LED,HDR,T/T2/C,100Hz,HDMI,USB";0,000;0,000;5489,00;0,000;0,000;8718863002988
1099291;24PHT4000;Philips 24'LED,HDR,USB,DVB-T/T2;3;0,000;4769,00;0,000;0,000;8718863003015
1102159;24PHH5210;"Philips 24"",HDR,White";2;1;5489,00;0,000;0,000;8718863002995
1106707;24MT77D;"LG 24""IPS LED, DVB-T,HDMI,USB";3;0,000;5499,00;0,000;0,000;8806087195552
1108846;24MT47DC;"LG 24"" LED, DVB-T";2;0,000;3989,00;0,000;0,000;8806087456219
1103591;24MT47D;"LG 24""LED,HDR,HMDI,USB,DVB-T";2;0,000;3987,00;0,000;0,000;8806087195316
1099290;22PFT4000;"Philips 22""LED,FHD,100HZ,T/T2/C,USB,HDMI";1;0,000;4389,00;0,000;0,000;8718863002940
1106879;22MT57D;"LG 22""LED,FHD,T/C,HDMI,USB";2;0,000;4444,00;0,000;0,000;8806087195224
1115449;22MT47D;"22MT47D 22""LED,HDR,HMDI,USB,DVB-T";0,000;0,000;3899,00;0,000;0,000;8806087195194
1113640;22FB3113W;22FB3113W;3;0,000;3989,00;0,000;0,000;5901292507862
1111938;22FB3113;THOMSON 22FB3113;0,000;0,000;3989,00;0,000;0,000;5901292507855
1106878;19MN43D;"LG 19""LED,DVB-T,USB";6;1;3989,00;0,000;0,000;8806084116604
1103422;65EC970V;"LG 65""UHD,OLED,Curved,3D,SMART,USB";0,000;0,000;99987,00;0,000;0,000;8806084849779
1098715;ZIPZAP35070;Zip Zap 35070 , TV stolek;0,000;0,000;9750,00;0,000;0,000;3185280350704
1098730;STILEO2703;stolek pro TV do 60', rotace +/- 30∞, sl;0,000;0,000;7998,00;0,000;0,000;3185280027033
1098748;NEO390CSLV;390C-SLV;0,000;0,000;1997,00;0,000;0,000;8697863921935
1079763;NEO390BBLK;390B-BLK;0,000;0,000;3999,00;0,000;0,000;8697863923861
1098712;NEO3110CSLV;3110C-SLV;0,000;0,000;4599,00;0,000;0,000;8697863921973
1098736;NEO3110BBLK;3110B-BLK;0,000;0,000;4599,00;0,000;0,000;8697863923885
1079762;NEO290HCBLK;290H-C-BLK;0,000;0,000;1999,00;0,000;0,000;8699273417244
1098739;NEO290BSLV;290B-SLV;0,000;0,000;1999,00;0,000;0,000;8697863921928
1079761;NEO290BBLK;"stolek pod TV do 37"", 2 police";0,000;0,000;3289,00;0,000;0,000;8697863925551
1098738;NEO110BBLK;110B-BLK;0,000;0,000;5290,00;0,000;0,000;8697863923922
1098714;MD8140BINXWNT;TV stand MD8140B-INX-WNT;0,000;0,000;15990,00;0,000;0,000;8699273407337
1098742;HG1021BBLK;HG 1021B-BLK;1;0,000;2598,00;0,000;0,000;8699273413116
1021120;WMN1000BXXC;Samsung drû·k TV na zeÔ;1;0,000;498,00;0,000;0,000;8808993296194
1112494;STYLE 400CE;StropnÌ drû·k na TV a projektory;2;0,000;2699,00;0,000;0,000;8006023230600
1079769;SSTVMB12X;Sandstrom drû·k v˝klopn˝ velk˝ 600x400mm;2;0,000;348,00;0,000;0,000;5017416461436
1079766;SITVMA12X;Sandstrom drû·k v˝klopn˝ st¯ednÌ 400x400;3;0,000;898,00;0,000;0,000;5017416461405
1079759;MKFSET3260TV;Set drû·k TV 32'-60', HDMI 1,8m, ËiötÏnÌ;2;0,000;799,00;0,000;0,000;8592359002078
1079757;MKFCMEES200;FixnÌ drû·k pro TV s ˙hl.26'-40',30kg;2;0,000;399,00;0,000;0,000;8006023114566
1111964;MKF551DPC;"kloub.drû·k pro zak¯iv.TV 32-65"",400x400";2;0,000;3299,00;0,000;0,000;8592359011650
1079754;MKF316DN;PolohovacÌ drû·k pro LED, LCD TV,23'-42';2;0,000;649,00;0,000;0,000;8592359011360
1079753;MKF315DN;PolohovacÌ drû·k pro LED, LCD TV,13'-27';3;0,000;499,00;0,000;0,000;8592359011353
1079752;MKF312DN;Nakl·pÏcÌ drû·k TV do 60', nosnost 35 kg;3;0,000;899,00;0,000;0,000;8592359010097
1079751;MKF312DF;FixnÌ drû·k na TV do 60', nosnost 40 kg;1;0,000;699,00;0,000;0,000;8592359010080
1079750;MKF311DN;Nakl·pÏcÌ drû·k TV do 47', nosnost 35 kg;1;0,000;629,00;0,000;0,000;8592359010066
1079749;MKF311DF;FixnÌ drû·k na TV do 47', nosnost 40 kg;0,000;1;529,00;0,000;0,000;8592359010073
1110319;MKF1564DP;"MKF-1564DP,kloubov˝ drû·k TV 37""-70""";2;0,000;1799,00;0,000;0,000;8592359010394
1106465;MKF1544DP;MKF-1544DP kloubov˝ drû·k TV;1;0,000;1599,00;0,000;0,000;8592359010387
1098992;MKF1401B;Kloubov˝ drû·k na TV s ˙hl. 23'-42';3;0,000;899,00;0,000;0,000;8592359011421
1026238;MKF11F;Drû·k pro LCD+plasma TV;2;0,000;449,00;0,000;0,000;8592359121120
1079755;MKF02223;Univerz·lnÌ kloubov˝ drû·k pro LCD;1;2;1099,00;0,000;0,000;8592359011520
1079745;MKF020DP;MKF-020DP kloubov˝ drû·k na TV 37 - 63';2;0,000;1999,00;0,000;0,000;8592359010035
1079744;MKF010DN;MKF-010DN v˝klopn˝ drû·k na TV 32-60';2;0,000;1399,00;0,000;0,000;8592359010011
